id,data,siglaOrgao,proposicaoObjeto,descricao,aprovacao
2303392-58,2022-03-29,PLEN,,"Aprovada a Redação Final assinada pela relatora, Dep. Celina Leão (PP-DF).",1.0
2303392-56,2022-03-29,PLEN,,Mantido o texto.,
2303392-52,2022-03-29,PLEN,,"Aprovada a Subemenda Substitutiva Global adotada pela relatora da Comissão de Trabalho, de Administração e de Serviço Público ao Projeto de Lei nº 3.662, de 2021, ressalvado o destaque.",1.0
2267065-77,2022-03-29,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Dep. Aline Sleutjes (União-PR).",1.0
2267065-75,2022-03-29,PLEN,,Rejeitada a Emenda de Plenário nº 2. Sim: 127; não: 272; total: 399.,0.0
2267065-70,2022-03-29,PLEN,,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.516, de 2020, adotada pela Relatora da Comissão de Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços, ressalvados os destaques.",1.0
2267065-67,2022-03-29,PLEN,,Rejeitado o Requerimento. Sim: 39; não: 369; abstenção: 4; total: 412.,0.0
2267065-55,2022-03-29,PLEN,,Rejeitado o Requerimento. Sim: 27; não: 356; abstenção: 1; total: 384.,0.0
2267065-45,2022-03-29,PLEN,,Rejeitado o Requerimento. Sim: 25; não: 348; total: 373.,0.0
2144995-108,2022-03-29,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Diego Garcia (Republicanos-PR).",1.0
2144995-106,2022-03-29,PLEN,,"Aprovada a Emenda do Senado Federal ao Projeto de Lei nº 400, de 2019.",1.0
2144995-104,2022-03-29,PLEN,,Rejeitado o Requerimento. Sim: 6; não: 335; abstenção: 1; total: 342.,0.0
2144995-99,2022-03-29,PLEN,,Rejeitado o Requerimento. Sim: 31; não: 309; abstenção: 1; total: 341.,0.0
2318219-2,2022-03-29,PL646119,REQ 9/2022 PL646119,Aprovado.,1.0
2318201-14,2022-03-17,CMO,,"Aprovado, ressalvado o Destaque, com voto contrário do Deputado Glauber Braga (remotamente).",1.0
2318039-18,2022-03-17,CMO,,"Aprovado, ressalvado o Destaque.",1.0
2286806-75,2022-03-24,PLEN,,"Aprovada a Redação Final, assinada pelo Relator, Dep. Paulo Eduardo Martins (PSC-PR).",1.0
2286806-73,2022-03-24,PLEN,,"Aprovado o Projeto de Decreto Legislativo nº 233, de 2021. Sim: 424; não: 10; total: 434.",1.0
2286806-71,2022-03-24,PLEN,,Rejeitado o Requerimento. Sim: 68; não: 321; total: 389.,0.0
2286806-66,2022-03-24,PLEN,,Rejeitado o Requerimento. Sim: 64; não: 297; abstenção: 1; total: 362.,0.0
2315066-27,2022-03-24,PLEN,,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 161/2022.,1.0
2315066-26,2022-03-24,SECAP(SGM),,"Realizar o encaminhamento do PL-4392/2021 à CIDOSO (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2315066-25,2022-03-24,SECAP(SGM),,"Realizar o encaminhamento do PL-4392/2021 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2315066-24,2022-03-24,SECAP(SGM),,"Realizar o encaminhamento do PL-4392/2021 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2315066-23,2022-03-24,SECAP(SGM),,"Realizar o encaminhamento do PL-4392/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2315172-9,2022-03-24,PLEN,REQ 161/2022,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 307; não: 64; total:.371.,1.0
484645-152,2022-03-23,PLEN,,Mantido o texto. Sim: 331; não: 117; abstenção: 2; total: 450.,
484645-149,2022-03-23,PLEN,,"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição n° 517, de 2010, ressalvado os destaques. Sim: 363; não: 112; total: 475.",1.0
484645-146,2022-03-23,PLEN,,Rejeitado o Requerimento. Sim: 113; não: 346; abstenção: 1; total: 460.,0.0
484645-141,2022-03-23,PLEN,,Rejeitado o Requerimento. Sim: 117; não: 328; abstenção: 1; total: 446.,0.0
500843-174,2022-03-23,PLEN,,Aprovada a Redação Final assinada pelo Relator.,1.0
500843-172,2022-03-23,PLEN,,"Aprovada, em segundo turno, a Proposta de Emenda à Constituição nº 22, de 2011. Sim: 450; não: 12; não: 462.",1.0
500843-167,2022-03-23,PLEN,,"Aprovado o Requerimento nº 390/2022, dos Senhores Líderes, que solicita a quebra do interstício de 5 sessões previsto no § 6º do art. 202 do RICD, para apreciação do segundo turno da PEC nº 22, de 2011.",1.0
2318567-5,2022-03-23,PLEN,REQ 390/2022,"Aprovado o Requerimento nº 390/2022, dos Senhores Líderes, que solicita a quebra do interstício de 5 sessões previsto no § 6º do art. 202 do RICD, para apreciação do segundo turno da PEC nº 22, de 2011.",1.0
500843-165,2022-03-23,PLEN,,Mantido o texto. Sim: 396; não: 42; total: 438.,
500843-160,2022-03-23,PLEN,,Rejeitadas as emendas de comissão. Sim: 8; não: 396; total: 404.,0.0
500843-157,2022-03-23,PLEN,,"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição n° 22, de 2011. Sim: 438; não: 9; não: 447.",1.0
500843-155,2022-03-23,PLEN,,Aprovada a preferência. Sim: 443; não; 12; total: 455.,1.0
2317637-31,2022-03-23,PLEN,,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 319/2022.,1.0
2317637-30,2022-03-23,SECAP(SGM),,"Realizar o encaminhamento do PL-545/2022 à CSSF (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2317637-29,2022-03-23,SECAP(SGM),,"Realizar o encaminhamento do PL-545/2022 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2317637-28,2022-03-23,SECAP(SGM),,"Realizar o encaminhamento do PL-545/2022 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2317637-27,2022-03-23,SECAP(SGM),,"Realizar o encaminhamento do PL-545/2022 à CDC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2317637-26,2022-03-23,SECAP(SGM),,"Realizar o encaminhamento do PL-545/2022 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2317637-25,2022-03-23,SECAP(SGM),,"Realizar o encaminhamento do PL-545/2022 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2317637-24,2022-03-23,PLEN,,"Aprovado requerimento n. 319/2022 do Sr. André Fufuca que requer urgência para o Projeto de Lei nº 545/2022, que ""Dispõe sobre a arrecadação de recursos por entidades beneficentes de assistência social por meio de títulos de capitalização"".",1.0
2318116-8,2022-03-23,PLEN,REQ 319/2022,Aprovado o Requerimento de urgência. Sim: 371; não: 2; total: 373.,1.0
2293703-95,2022-03-23,PEC01821,,Aprovada a matéria destacada. Fica mantido o texto do Relator.,1.0
2293703-92,2022-03-23,PEC01821,,Aprovada a matéria destacada. Fica mantido o texto do Relator,1.0
2318407-2,2022-03-23,GTADVPUB,REQ 3/2022 GTADVPUB,Aprovado.,1.0
2318406-2,2022-03-23,GTADVPUB,REQ 2/2022 GTADVPUB,Aprovado.,1.0
2293703-90,2022-03-22,PEC01821,,"Aprovado o Parecer da Relatora, Dep. Margarete Coelho, ressalvados os destaques. Sim: 19; Não: 2; Abstenção: 0; Quórum de votação: 21 votos; Obstrução: 0; Total de votantes: 21.",1.0
352989-177,2022-03-22,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Pompeo de Mattos (PDT-RS).",1.0
352989-175,2022-03-22,PLEN,,Suprimido o texto.,
352989-171,2022-03-22,PLEN,,"Rejeitado o Substitutivo do Senado Federal na parte que trata dos incisos I, II e III, do art. 8º, restabelecendo-se, os incisos I, II, do artigo 11, do Substitutivo da Câmara dos Deputados; e rejeitado o § 2º do artigo 8º, restabelecendo-se, o §2º do artigo 13 do Substitutivo da Câmara dos Deputados.",0.0
352989-170,2022-03-22,PLEN,,"Aprovados a ementa e os artigos 1º, 2º, 3º, 4º, 5º, 6º e 7º; o caput do artigo 8º; os incisos IV e V e o §1º do artigo 8º, os artigos 9º, 10 e 11 do Substitutivo do Senado Federal. Sim: 444; não: 4; total: 448.",1.0
352989-165,2022-03-22,PLEN,,Rejeitado o Requerimento. Sim: 5; não: 296; total: 301.,0.0
352989-160,2022-03-22,PLEN,,Rejeitado o Requerimento. Sim: 8; não: 379; abstenção: 2; total: 389.,0.0
2318425-8,2022-03-22,PLEN,REQ 376/2022,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0
2317978-8,2022-03-22,PLEN,REQ 299/2022,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1.0
2309349-94,2022-03-22,PLEN,,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 2600/2021.,1.0
2309349-93,2022-03-22,SECAP(SGM),,"Realizar o encaminhamento do PL-2564/2020 à CSSF (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2309349-92,2022-03-22,SECAP(SGM),,"Realizar o encaminhamento do PL-2564/2020 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2309349-91,2022-03-22,SECAP(SGM),,"Realizar o encaminhamento do PL-2564/2020 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2309906-9,2022-03-22,PLEN,REQ 2600/2021,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 458; não: 10; total: 468.,1.0
2293703-83,2022-03-22,PEC01821,,Rejeitado o Requerimento.,0.0
2318308-3,2022-03-22,CECANCER,REQ 9/2022 CECANCER,Aprovado.,1.0
2318307-2,2022-03-22,CECANCER,REQ 8/2022 CECANCER,Aprovado.,1.0
2318304-2,2022-03-22,CECANCER,REQ 7/2022 CECANCER,Aprovado.,1.0
2318303-2,2022-03-22,CECANCER,REQ 6/2022 CECANCER,Aprovado.,1.0
2318302-2,2022-03-22,CECANCER,REQ 5/2022 CECANCER,Aprovado.,1.0
2318301-2,2022-03-22,CECANCER,REQ 4/2022 CECANCER,Aprovado.,1.0
2318300-2,2022-03-22,CECANCER,REQ 3/2022 CECANCER,Aprovado.,1.0
2318299-2,2022-03-22,CECANCER,REQ 2/2022 CECANCER,Aprovado.,1.0
2318298-2,2022-03-22,CECANCER,REQ 1/2022 CECANCER,Aprovado.,1.0
2309488-2,2022-03-22,CECANCER,REQ 35/2021 CECANCER,Aprovado.,1.0
2293703-79,2022-03-17,PEC01821,,Rejeitado o Requerimento.,0.0
2235968-44,2022-03-17,PLEN,,"Aprovada a Redação Final, assinada pelo Relator, Dep. Filipe Barros (PSL-PR).",1.0
2235968-42,2022-03-17,PLEN,,"Aprovado o Projeto de Decreto Legislativo nº 771, de 2019.",1.0
2235911-56,2022-03-17,PLEN,,"Aprovada a Redação Final, assinada pelo Relator, Dep. Filipe Barros (PSL-PR).",1.0
2235911-54,2022-03-17,PLEN,,"Aprovado o Projeto de Decreto Legislativo nº 765, de 2019.",1.0
2229526-61,2022-03-17,PLEN,,"Aprovada a Redação Final, assinada pelo Relator, Dep. Eduardo Cury (PSDB-SP).",1.0
2229526-59,2022-03-17,PLEN,,"Aprovado o Projeto de Decreto Legislativo nº 696, de 2019.",1.0
2142126-127,2022-03-17,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Capitão Alberto Neto (PL-AM).",1.0
2267065-32,2022-03-16,SECAP(SGM),,"Realizar o encaminhamento do PL-5516/2020 à CDEICS (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2267065-31,2022-03-16,SECAP(SGM),,"Realizar o encaminhamento do PL-5516/2020 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2267065-30,2022-03-16,SECAP(SGM),,"Realizar o encaminhamento do PL-5516/2020 à CAPADR (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2264998-63,2022-03-16,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Dep. Professora Dorinha Seabra Rezende (UNIÃO-TO).",1.0
2264998-61,2022-03-16,PLEN,,"Aprovada a Emenda do Senado Federal ao Projeto de Lei nº 5.091, de 2020.",1.0
2303392-24,2022-03-16,SECAP(SGM),,"Realizar o encaminhamento do PL-3662/2021 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2303392-23,2022-03-16,SECAP(SGM),,"Realizar o encaminhamento do PL-3662/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2311733-9,2022-03-16,PLEN,REQ 2784/2021,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 322; não: 95; total: 417.,1.0
2200914-35,2022-03-16,PLEN,,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 5516/2020, por ter sido aprovado o REQ 1855/2021 que está apensado ao primeiro.",1.0
2200914-34,2022-03-16,SECAP(SGM),,"Realizar o encaminhamento do PL-2775/2019 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2200914-33,2022-03-16,SECAP(SGM),,"Realizar o encaminhamento do PL-2775/2019 à CAPADR (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2299480-8,2022-03-16,PLEN,REQ 1855/2021,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 316; não: 98; total: 414.,1.0
2307548-79,2022-03-16,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Dep. Celina Leão (PP - DF).",1.0
2307548-77,2022-03-16,PLEN,,Aprovada a Emenda de Redação nº 1.,1.0
2307548-75,2022-03-16,PLEN,,Mantido o texto. Sim: 284; não: 126; total: 410.,
2307548-71,2022-03-16,PLEN,,Mantido o texto. Sim: 298; não: 138; total: 436.,
2307548-68,2022-03-16,PLEN,,Mantido o texto. Sim: 273; não: 137; total: 410.,
2307548-67,2022-03-16,PLEN,,Rejeitada a Emenda de Plenário nº 4. Sim: 119; não: 271; total: 390.,0.0
2307548-61,2022-03-16,PLEN,,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 4.059, de 2021, adotada pela Relatora da Comissão de Ciência e Tecnologia, Comunicação e Informática, ressalvados os destaques. Sim: 309; não: 121; total: 430.",1.0
2307548-42,2022-03-16,PLEN,,Rejeitado o Requerimento. Sim: 112; não: 311; total: 423.,0.0
2305112-40,2022-03-16,PLEN,,Rejeitadas as Emendas de Comissão.,0.0
2305112-37,2022-03-16,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Capitão Alberto Neto (PL-AM).",1.0
2305112-35,2022-03-16,PLEN,,Aprovada a Medida Provisória nº 1.073 de 2021.,1.0
2305112-33,2022-03-16,PLEN,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0
2314499-63,2022-03-15,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Hiran Gonçalves (PP-RR).",1.0
2314499-61,2022-03-15,PLEN,,Mantido o texto. Sim: 318; não: 126; total: 444.,
2314499-58,2022-03-15,PLEN,,Suprimido o texto. Sim: 139; não: 326; total: 465.,
2314499-55,2022-03-15,PLEN,,Mantido o texto. Sim: 297; não: 127; total: 424.,
2314499-50,2022-03-15,PLEN,,"Aprovado o Substitutivo ao Projeto de Lei 4.491, de 2021, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques.",1.0
2314499-49,2022-03-15,PLEN,,Rejeitado o Destaque. Sim: 129; não: 327; total: 456.,0.0
2314499-44,2022-03-15,PLEN,,Rejeitado o Requerimento. Sim: 79; não: 347; total: 426.,0.0
2314499-37,2022-03-15,PLEN,,Rejeitado o Requerimento. Sim: 89; não: 295; total: 384.,0.0
2314499-30,2022-03-15,PLEN,,Rejeitado o Requerimento. Sim: 72; não: 267; total: 339.,0.0
2303876-51,2022-03-15,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. André Fufuca (PP-MA).",1.0
2303876-48,2022-03-15,PLEN,,"Aprovado o Substitutivo ao Projeto de Lei 2.753, de 2021, adotado pelo Relator da Comissão de Seguridade Social e Família.",1.0
2279243-60,2022-03-15,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Dep. Elcione Barbalho (MDB-PA).",1.0
2279243-58,2022-03-15,PLEN,,Aprovadas as Emendas de Redação nºs 1 e 2.,1.0
2279243-56,2022-03-15,PLEN,,Mantido o texto.,
2279243-53,2022-03-15,PLEN,,"Aprovado o Projeto de Lei nº 1.529, de 2021, ressalvado o destaque.",1.0
2317759-2,2022-03-15,PL646119,REQ 8/2022 PL646119,Aprovado com a especificação do Serviço Nacional de Aprendizagem do Cooperativismo - SESCOOP tal como a entidade objeto do Requerimento.,1.0
2315003-2,2022-03-15,PL646119,REQ 7/2022 PL646119,Aprovado.,1.0
2237876-190,2022-03-10,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Dr. Jaziel (PL-CE).",1.0
2237876-188,2022-03-10,PLEN,,Mantido o texto. Sim: 289; não: 121; abstenção: 1; total: 411.,
2237876-183,2022-03-10,PLEN,,Suprimido o texto. Sim: 128; não: 282; abstenção: 1; total: 411.,
2237876-180,2022-03-10,PLEN,,Suprimido o texto. Sim: 250; não: 186; abstenção: 1; total: 437.,
2237876-177,2022-03-10,PLEN,,"Rejeitados os §§ 6º e 7º do art. 6º do Substitutivo do Senado Federal ao Projeto de Lei Complementar nº 11, de 2020, ressalvados os destaques. Sim: 128; não: 290; abstenção: 1; total: 419.",0.0
2237876-176,2022-03-10,PLEN,,"Aprovado o Substitutivo do Senado Federal ao Projeto de Lei Complementar nº 11, de 2020, com exceção dos §§ 6º e 7º do art. 6º, ressalvados os destaques. Sim: 414; não: 3; abstenção: 1; total: 418.",1.0
2237876-171,2022-03-10,PLEN,,Rejeitado o Requerimento. Sim: 8; não: 267; abstenção: 1; total: 276.,0.0
2237876-166,2022-03-10,PLEN,,Rejeitado o Requerimento. Sim: 6; não: 290; abstenção: 2; total: 298.,0.0
2237876-159,2022-03-10,PLEN,,Rejeitado o Requerimento. Sim: 13; não: 316; abstenção: 5; total: 334.,0.0
2224532-85,2022-03-09,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Soraya Santos (PL-RJ).",1.0
2224532-83,2022-03-09,PLEN,,"Aprovada, em segundo turno, a Proposta de Emenda à Constituição n° 162, de 2019, da Comissão Especial. Sim: 415; não: 3; abstenção: 1; total: 419.",1.0
2224532-79,2022-03-09,PLEN,,"Aprovado o Requerimento nº 248/2022, dos Senhores Líderes, que solicita a quebra do interstício de 5 sessões previsto no § 6º do art. 202 do RICD, para apreciação do segundo turno da PEC nº 162, de 2019.",1.0
2317521-4,2022-03-09,PLEN,REQ 248/2022,Aprovado o Requerimento.,1.0
2224532-74,2022-03-09,PLEN,,"Aprovado, em primeiro turno, o Substitutivo à Proposta de Emenda à Constituição nº 162, de 2019, da Comissão Especial. Sim: 372; não: 4; abstenção: 1; total: 377.",1.0
2317530-5,2022-03-09,PLEN,REQ 250/2022,Aprovado o Requerimento.,1.0
2236765-37,2022-03-09,PLEN,,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 227/2022.,1.0
2236765-36,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-191/2020 à CMADS (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2236765-35,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-191/2020 à CREDN (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2236765-34,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-191/2020 à CINDRA (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2236765-33,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-191/2020 à CME (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2236765-32,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-191/2020 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2236765-31,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-191/2020 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2236765-30,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-191/2020 à CDHM (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2236765-29,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-191/2020 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2236765-28,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-191/2020 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2236765-27,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-191/2020 à CAPADR (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2317406-8,2022-03-09,PLEN,REQ 227/2022,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 279; não: 180; abstenção: 3; total: 462.,1.0
2308845-39,2022-03-09,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Carmen Zanotto (Cidadania-SC).",1.0
2308845-36,2022-03-09,PLEN,,"Aprovado o Substitutivo ao Projeto de Lei nº 4.171, de 2021, adotado pela Relatora da Comissão de Seguridade Social e Família.",1.0
2264226-62,2022-03-09,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Lídice da Mata (PSB-BA).",1.0
2264226-59,2022-03-09,PLEN,,"Aprovado o Substitutivo ao Projeto de Lei nº 4.875, de 2020, adotado pela Relatora da Comissão de Defesa dos Direitos da Mulher.",1.0
2310022-22,2022-03-09,PLEN,,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 235/2022.,1.0
2310022-21,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-4251/2021 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2310022-20,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-4251/2021 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2310022-19,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-4251/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2310022-18,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-4251/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2317457-7,2022-03-09,PLEN,REQ 235/2022,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1.0
2279243-37,2022-03-09,PLEN,,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 237/2022.,1.0
2279243-36,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-1529/2021 à CSPCCO (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2279243-35,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-1529/2021 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2279243-34,2022-03-09,SECAP(SGM),,"Realizar o encaminhamento do PL-1529/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2317472-7,2022-03-09,PLEN,REQ 237/2022,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1.0
2317295-2,2022-03-09,CEXMEC,REQ 1/2022 CEXMEC,Aprovado.,1.0
2317299-2,2022-03-09,CEXMEC,REQ 4/2022 CEXMEC,Aprovado.,1.0
2317298-2,2022-03-09,CEXMEC,REQ 3/2022 CEXMEC,Aprovado.,1.0
2317297-2,2022-03-09,CEXMEC,REQ 2/2022 CEXMEC,Aprovado.,1.0
2317277-2,2022-03-09,CEXINFAN,REQ 1/2022 CEXINFAN,Aprovado.,1.0
2311488-2,2022-03-09,CEXINFAN,REQ 38/2021 CEXINFAN,Aprovado.,1.0
2308845-20,2022-03-08,SECAP(SGM),,"Realizar o encaminhamento do PL-4171/2021 à CSSF (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2308845-19,2022-03-08,SECAP(SGM),,"Realizar o encaminhamento do PL-4171/2021 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2308845-18,2022-03-08,SECAP(SGM),,"Realizar o encaminhamento do PL-4171/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2317377-6,2022-03-08,PLEN,REQ 225/2022,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1.0
611328-59,2022-03-08,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Dep. Soraya Santos (PL-RJ).",1.0
611328-56,2022-03-08,PLEN,,"Aprovado o Substitutivo ao Projeto de Lei 7.364, de 2014, adotado pela relatora da Comissão de Seguridade Social e Família.",1.0
611328-47,2022-03-08,SECAP(SGM),,"Realizar o encaminhamento do PL-7364/2014 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2317375-7,2022-03-08,PLEN,REQ 224/2022,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0
2269727-51,2022-03-08,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Dep. Celina Leão (PP-DF).",1.0
2269727-48,2022-03-08,PLEN,,"Aprovado o Substitutivo ao Projeto de Lei nº 321, de 2021, adotado pela Relatora da Comissão de Defesa dos Direitos da Mulher.",1.0
2078693-89,2022-03-08,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Dep. Flávia Morais (PDT-GO).",1.0
2078693-87,2022-03-08,PLEN,,"Aprovado o Projeto de Lei Complementar nº 238, de 2016. Sim: 419; não: 33; total: 452.",1.0
2317353-7,2022-03-08,PLEN,REQ 216/2022,Aprovado o Requerimento.,1.0
2190585-104,2022-03-08,PLEN,,"Rejeitada a alínea 'c' do inciso I do artigo 8º da Lei 13.756, de 2018, contida na Emenda nº 1.",0.0
2190585-101,2022-03-08,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Dep. Tabata Amaral (PSB-SP).",1.0
2190585-99,2022-03-08,PLEN,,Aprovada a Emenda do Senado Federal nº 2.,1.0
2190585-96,2022-03-08,PLEN,,"Aprovadas as Emendas do Senado Federal nºs 1, 2 e 3, com exceção da alínea 'c' do inciso I do artigo 8º da Lei 13.756, de 2018, contida na Emenda nº 1, ressalvado o destaque.",1.0
257611-53,2022-03-08,PLEN,,Aprovada a Redação Final.,1.0
257611-50,2022-03-08,PLEN,,"Aprovado o Substitutivo ao Projeto de Lei 3.764, de 2004, da Comissão de Constituição e Justiça e de Cidadania.",1.0
2191260-84,2022-03-08,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Subtenente Gonzaga (PDT-MG).",1.0
2191260-81,2022-03-08,PLEN,,"Aprovado o Substitutivo ao Projeto de Lei nº 501, de 2019, da Comissão de Segurança Pública e Combate ao Crime Organizado.",1.0
257611-46,2022-03-08,PLEN,,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3059/2019, por ter sido aprovado o REQ 3198/2019 que está apensado ao primeiro.",1.0
2233447-7,2022-03-08,PLEN,REQ 3198/2019,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0
2089084-82,2022-03-08,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Diego Garcia (REPUBLICANOS-PR).",1.0
2089084-79,2022-03-08,PLEN,,"Aprovado o Substitutivo ao Projeto de Lei nº 5.654, de 2016, da Comissão de Constituição e Justiça e de Cidadania.",1.0
2191260-70,2022-03-08,PLEN,,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 208/2022.,1.0
2191260-69,2022-03-08,SECAP(SGM),,"Realizar o encaminhamento do PL-501/2019 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
